"""ar""","""distance"""
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":14,""summer"":""true""},{""name"":""Rammam-Sabargram"",""winter"":""true"",""distance"":15,""summer"":""true""}]",55
